"tenure","MonthlyCharges","Contract","PaymentMethod","InternetService","Churn"
54,103.95,"One year","Bank transfer (automatic)","Fiber optic","Yes"
50,104.95,"Month-to-month","Electronic check","Fiber optic","No"
71,105.25,"Two year","Electronic check","Fiber optic","No"
10,74.75,"Month-to-month","Electronic check","Fiber optic","Yes"
1,50.8,"Month-to-month","Electronic check","DSL","Yes"
18,23.75,"One year","Mailed check","No","No"
4,61.3,"Month-to-month","Electronic check","DSL","No"
58,75.8,"Two year","Mailed check","DSL","No"
56,98,"One year","Electronic check","Fiber optic","No"
2,80.25,"Month-to-month","Electronic check","Fiber optic","Yes"
32,78.9,"Month-to-month","Electronic check","Fiber optic","Yes"
56,52,"One year","Mailed check","DSL","No"
36,84.75,"Month-to-month","Electronic check","Fiber optic","Yes"
4,64.4,"Month-to-month","Mailed check","DSL","No"
53,85.45,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
10,45.8,"Month-to-month","Credit card (automatic)","DSL","No"
4,30.5,"Month-to-month","Electronic check","DSL","No"
1,19.9,"Month-to-month","Mailed check","No","Yes"
51,69.15,"Month-to-month","Mailed check","Fiber optic","No"
12,99.45,"Month-to-month","Electronic check","Fiber optic","Yes"
6,49.25,"One year","Mailed check","DSL","No"
63,39.35,"Two year","Bank transfer (automatic)","DSL","No"
1,70.6,"Month-to-month","Electronic check","Fiber optic","Yes"
48,105.1,"Month-to-month","Credit card (automatic)","Fiber optic","No"
5,81,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
35,20.1,"One year","Credit card (automatic)","No","No"
6,84.85,"Month-to-month","Electronic check","Fiber optic","Yes"
2,19.75,"Month-to-month","Mailed check","No","No"
50,19.75,"One year","Bank transfer (automatic)","No","No"
33,70.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
31,20.45,"Two year","Mailed check","No","No"
9,20.35,"Two year","Mailed check","No","No"
54,86.2,"Month-to-month","Electronic check","DSL","No"
46,95.65,"One year","Credit card (automatic)","Fiber optic","No"
34,103.8,"One year","Electronic check","Fiber optic","No"
71,97.2,"Two year","Electronic check","Fiber optic","No"
63,63.55,"Two year","Mailed check","DSL","No"
51,24.95,"Two year","Bank transfer (automatic)","No","No"
26,89.15,"Month-to-month","Electronic check","Fiber optic","Yes"
64,99,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,24.8,"Month-to-month","Electronic check","DSL","Yes"
61,85.55,"One year","Bank transfer (automatic)","Fiber optic","No"
15,94,"Month-to-month","Credit card (automatic)","Fiber optic","No"
64,105.65,"One year","Credit card (automatic)","Fiber optic","Yes"
18,50.3,"Month-to-month","Electronic check","DSL","No"
57,95,"One year","Electronic check","Fiber optic","No"
14,61.4,"Two year","Bank transfer (automatic)","DSL","No"
18,80.55,"Month-to-month","Credit card (automatic)","Fiber optic","No"
72,78.5,"Two year","Bank transfer (automatic)","Fiber optic","No"
70,114.3,"Two year","Credit card (automatic)","Fiber optic","No"
38,20.05,"Two year","Mailed check","No","No"
68,62.65,"Two year","Credit card (automatic)","DSL","No"
13,80.85,"Month-to-month","Electronic check","Fiber optic","Yes"
65,92.7,"Two year","Credit card (automatic)","Fiber optic","No"
30,100.45,"Month-to-month","Electronic check","Fiber optic","No"
51,75.2,"Two year","Bank transfer (automatic)","DSL","No"
31,84.75,"Month-to-month","Credit card (automatic)","Fiber optic","No"
9,89.45,"Month-to-month","Electronic check","Fiber optic","Yes"
72,79.5,"Two year","Bank transfer (automatic)","DSL","No"
10,72.15,"Month-to-month","Credit card (automatic)","DSL","Yes"
37,19.8,"One year","Electronic check","No","No"
2,76.4,"Month-to-month","Electronic check","DSL","Yes"
55,100.9,"One year","Mailed check","Fiber optic","No"
33,95.3,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
46,90.95,"One year","Bank transfer (automatic)","Fiber optic","No"
1,54.5,"Month-to-month","Electronic check","DSL","No"
20,61.6,"Month-to-month","Mailed check","DSL","Yes"
9,79.9,"Month-to-month","Electronic check","Fiber optic","Yes"
32,96.15,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
19,49.6,"Month-to-month","Bank transfer (automatic)","DSL","No"
70,65.3,"Two year","Credit card (automatic)","DSL","Yes"
61,25,"Two year","Credit card (automatic)","No","No"
26,45.45,"Month-to-month","Electronic check","DSL","No"
45,107.75,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
62,89.1,"Two year","Credit card (automatic)","Fiber optic","No"
1,19.65,"Month-to-month","Mailed check","No","Yes"
3,44.75,"Month-to-month","Mailed check","DSL","No"
41,101.6,"One year","Bank transfer (automatic)","Fiber optic","No"
67,103.15,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,84.65,"Month-to-month","Mailed check","Fiber optic","Yes"
71,95.65,"One year","Mailed check","Fiber optic","No"
37,75.1,"One year","Bank transfer (automatic)","DSL","No"
60,61.35,"Two year","Mailed check","DSL","No"
1,69.55,"Month-to-month","Electronic check","Fiber optic","Yes"
6,19.7,"Month-to-month","Credit card (automatic)","No","No"
13,31.05,"Month-to-month","Electronic check","DSL","Yes"
11,51,"Month-to-month","Bank transfer (automatic)","DSL","No"
7,51,"Month-to-month","Mailed check","DSL","Yes"
10,88.85,"Month-to-month","Electronic check","Fiber optic","No"
34,20.05,"Two year","Credit card (automatic)","No","No"
62,65.1,"Two year","Mailed check","DSL","No"
64,70.15,"One year","Mailed check","DSL","No"
1,44.35,"Month-to-month","Bank transfer (automatic)","DSL","Yes"
25,20.75,"Two year","Mailed check","No","No"
26,56.05,"One year","Mailed check","DSL","No"
10,19.95,"One year","Bank transfer (automatic)","No","No"
53,98.6,"One year","Mailed check","Fiber optic","No"
7,79.7,"Month-to-month","Electronic check","Fiber optic","Yes"
33,79,"Month-to-month","Credit card (automatic)","Fiber optic","No"
71,89.45,"Two year","Credit card (automatic)","Fiber optic","No"
29,74.2,"Month-to-month","Electronic check","Fiber optic","No"
24,81,"Month-to-month","Bank transfer (automatic)","DSL","No"
20,49.6,"Month-to-month","Electronic check","DSL","No"
1,84.6,"Month-to-month","Electronic check","Fiber optic","No"
54,55,"Month-to-month","Credit card (automatic)","DSL","Yes"
5,84.85,"Month-to-month","Mailed check","Fiber optic","Yes"
72,84.2,"Two year","Bank transfer (automatic)","DSL","No"
52,106.3,"Two year","Electronic check","Fiber optic","No"
9,69.05,"Month-to-month","Electronic check","Fiber optic","No"
1,45.4,"Month-to-month","Mailed check","DSL","No"
1,73.65,"Month-to-month","Electronic check","Fiber optic","Yes"
33,73.9,"One year","Mailed check","DSL","Yes"
55,77.75,"Month-to-month","Electronic check","Fiber optic","Yes"
69,99.35,"Two year","Electronic check","Fiber optic","No"
1,50.75,"Month-to-month","Mailed check","DSL","No"
54,87.1,"Two year","Bank transfer (automatic)","DSL","No"
33,20.15,"One year","Mailed check","No","No"
45,98.7,"One year","Bank transfer (automatic)","Fiber optic","No"
11,25.2,"Month-to-month","Electronic check","DSL","No"
6,55.7,"Month-to-month","Bank transfer (automatic)","DSL","No"
21,65.35,"Month-to-month","Bank transfer (automatic)","DSL","No"
65,25.3,"Two year","Bank transfer (automatic)","No","No"
6,84.35,"Month-to-month","Electronic check","Fiber optic","Yes"
8,84.95,"Month-to-month","Electronic check","Fiber optic","Yes"
11,73.85,"Month-to-month","Electronic check","Fiber optic","Yes"
43,24.25,"Two year","Mailed check","No","No"
49,51.8,"One year","Bank transfer (automatic)","DSL","Yes"
1,46,"Month-to-month","Electronic check","DSL","Yes"
15,79.4,"Month-to-month","Electronic check","Fiber optic","Yes"
60,60.5,"Two year","Bank transfer (automatic)","DSL","No"
17,25.1,"Month-to-month","Credit card (automatic)","DSL","No"
16,71.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
35,20.05,"One year","Bank transfer (automatic)","No","No"
44,88.4,"One year","Mailed check","Fiber optic","Yes"
12,30.25,"One year","Credit card (automatic)","DSL","No"
1,20.2,"Month-to-month","Mailed check","No","No"
28,59.9,"One year","Electronic check","DSL","No"
70,25.15,"Two year","Bank transfer (automatic)","No","No"
5,46,"Month-to-month","Mailed check","DSL","Yes"
18,101.3,"Month-to-month","Credit card (automatic)","Fiber optic","No"
70,76.95,"Two year","Credit card (automatic)","DSL","No"
9,55.3,"Month-to-month","Mailed check","DSL","No"
67,92.45,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,48.45,"Month-to-month","Bank transfer (automatic)","DSL","No"
18,19.35,"Two year","Mailed check","No","No"
4,51.75,"Month-to-month","Credit card (automatic)","DSL","Yes"
71,86.7,"One year","Bank transfer (automatic)","Fiber optic","No"
30,94.4,"Month-to-month","Electronic check","Fiber optic","Yes"
1,55.7,"Month-to-month","Mailed check","DSL","No"
55,84.25,"One year","Credit card (automatic)","Fiber optic","No"
59,64.65,"Month-to-month","Electronic check","DSL","No"
1,70.15,"Month-to-month","Mailed check","Fiber optic","Yes"
7,69.2,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
45,54.65,"Two year","Bank transfer (automatic)","DSL","No"
54,24.75,"One year","Bank transfer (automatic)","No","No"
51,23.95,"One year","Mailed check","No","No"
72,105,"One year","Credit card (automatic)","Fiber optic","No"
44,59.85,"One year","Bank transfer (automatic)","DSL","No"
2,20.05,"Month-to-month","Mailed check","No","No"
66,92.15,"One year","Bank transfer (automatic)","Fiber optic","No"
68,44.8,"One year","Mailed check","DSL","No"
31,20.9,"Two year","Credit card (automatic)","No","No"
21,95.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
21,80.35,"Month-to-month","Electronic check","Fiber optic","No"
55,85.1,"Two year","Bank transfer (automatic)","DSL","No"
9,34.7,"Month-to-month","Credit card (automatic)","DSL","Yes"
71,115.05,"Two year","Bank transfer (automatic)","Fiber optic","No"
1,81.1,"Month-to-month","Electronic check","Fiber optic","Yes"
22,19.95,"One year","Mailed check","No","No"
1,20.55,"Month-to-month","Mailed check","No","Yes"
61,106.6,"Two year","Electronic check","Fiber optic","Yes"
67,86.15,"Two year","Bank transfer (automatic)","DSL","No"
14,78.85,"Month-to-month","Electronic check","Fiber optic","No"
59,106.75,"Month-to-month","Electronic check","Fiber optic","Yes"
21,86.55,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
4,42.4,"Month-to-month","Mailed check","DSL","No"
3,89.45,"Month-to-month","Electronic check","Fiber optic","Yes"
70,24.25,"Two year","Bank transfer (automatic)","No","No"
3,97.9,"Month-to-month","Electronic check","Fiber optic","Yes"
21,20.5,"One year","Bank transfer (automatic)","No","No"
20,19.6,"Month-to-month","Credit card (automatic)","No","No"
22,20.25,"One year","Bank transfer (automatic)","No","No"
1,55.7,"Month-to-month","Mailed check","DSL","Yes"
63,20.6,"Two year","Mailed check","No","No"
70,19.8,"Two year","Bank transfer (automatic)","No","No"
13,79.8,"Month-to-month","Electronic check","Fiber optic","Yes"
5,80.2,"Month-to-month","Electronic check","Fiber optic","No"
72,116.4,"Two year","Credit card (automatic)","Fiber optic","No"
13,31.65,"Month-to-month","Electronic check","DSL","No"
61,94.15,"Month-to-month","Credit card (automatic)","Fiber optic","No"
1,20.65,"Month-to-month","Electronic check","No","No"
56,76.85,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
4,20.15,"Month-to-month","Mailed check","No","No"
35,55.25,"Two year","Mailed check","DSL","No"
18,39.05,"Month-to-month","Electronic check","DSL","Yes"
72,82.15,"Two year","Bank transfer (automatic)","DSL","No"
49,103,"One year","Bank transfer (automatic)","Fiber optic","No"
44,95.1,"Month-to-month","Credit card (automatic)","Fiber optic","No"
3,83.9,"Month-to-month","Mailed check","Fiber optic","Yes"
37,95.15,"Month-to-month","Electronic check","Fiber optic","No"
61,79.8,"One year","Electronic check","DSL","No"
70,74.8,"Two year","Credit card (automatic)","DSL","No"
1,69.85,"Month-to-month","Electronic check","Fiber optic","Yes"
41,20.45,"Month-to-month","Electronic check","No","No"
70,78.35,"One year","Bank transfer (automatic)","DSL","No"
1,53.55,"Month-to-month","Mailed check","DSL","Yes"
51,19.1,"One year","Electronic check","No","No"
42,20,"Two year","Mailed check","No","No"
70,93.9,"Two year","Bank transfer (automatic)","Fiber optic","Yes"
48,19.95,"One year","Bank transfer (automatic)","No","No"
68,113.15,"Two year","Electronic check","Fiber optic","Yes"
48,24,"Two year","Credit card (automatic)","No","No"
26,84.95,"Month-to-month","Electronic check","Fiber optic","Yes"
11,80.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
1,19.3,"Month-to-month","Mailed check","No","Yes"
27,19.15,"One year","Mailed check","No","No"
46,91.3,"One year","Bank transfer (automatic)","Fiber optic","No"
1,49.65,"Month-to-month","Mailed check","DSL","Yes"
46,54.35,"Two year","Credit card (automatic)","DSL","Yes"
25,19.15,"Month-to-month","Mailed check","No","No"
4,88.45,"Month-to-month","Electronic check","Fiber optic","Yes"
13,19.75,"Two year","Mailed check","No","No"
31,75.5,"One year","Credit card (automatic)","DSL","No"
23,83.75,"Month-to-month","Electronic check","Fiber optic","No"
2,19.4,"Month-to-month","Mailed check","No","No"
65,26.5,"Two year","Bank transfer (automatic)","No","No"
22,90.5,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
55,19.15,"One year","Credit card (automatic)","No","No"
9,94.85,"Month-to-month","Mailed check","Fiber optic","Yes"
7,69.95,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
35,40.9,"One year","Mailed check","DSL","No"
6,80.25,"Two year","Mailed check","DSL","No"
1,48.6,"Month-to-month","Credit card (automatic)","DSL","Yes"
17,70.8,"Month-to-month","Electronic check","Fiber optic","No"
10,60.2,"Month-to-month","Mailed check","DSL","No"
15,55.2,"One year","Credit card (automatic)","DSL","No"
40,55.8,"Month-to-month","Electronic check","DSL","Yes"
13,54.15,"One year","Bank transfer (automatic)","DSL","No"
29,80.15,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
3,75.5,"Month-to-month","Electronic check","Fiber optic","Yes"
58,100.4,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
45,62.55,"One year","Credit card (automatic)","DSL","No"
72,70.45,"Two year","Bank transfer (automatic)","DSL","No"
68,85.5,"One year","Bank transfer (automatic)","Fiber optic","No"
1,20.2,"Month-to-month","Bank transfer (automatic)","No","Yes"
38,54.5,"Month-to-month","Electronic check","DSL","No"
2,20.75,"Month-to-month","Mailed check","No","No"
11,20.35,"Month-to-month","Mailed check","No","No"
20,91,"One year","Bank transfer (automatic)","Fiber optic","No"
72,104.8,"Two year","Bank transfer (automatic)","Fiber optic","No"
3,74.75,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
23,104.05,"Month-to-month","Mailed check","Fiber optic","Yes"
40,51.1,"Month-to-month","Electronic check","DSL","No"
62,89.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
22,20.55,"Month-to-month","Electronic check","No","No"
11,64.05,"Month-to-month","Bank transfer (automatic)","DSL","No"
7,74.85,"Month-to-month","Electronic check","Fiber optic","No"
13,96.65,"Month-to-month","Electronic check","Fiber optic","Yes"
1,20.05,"Month-to-month","Mailed check","No","Yes"
39,103.45,"Month-to-month","Electronic check","Fiber optic","Yes"
3,25,"Month-to-month","Mailed check","DSL","No"
58,20.3,"Two year","Credit card (automatic)","No","No"
6,26.35,"Month-to-month","Mailed check","No","No"
1,19.9,"Month-to-month","Electronic check","No","Yes"
22,54.7,"Month-to-month","Mailed check","DSL","No"
14,46.35,"Month-to-month","Electronic check","DSL","Yes"
64,90.25,"One year","Credit card (automatic)","Fiber optic","No"
1,19.95,"Month-to-month","Electronic check","No","Yes"
6,20.65,"Month-to-month","Mailed check","No","No"
1,79.6,"Month-to-month","Electronic check","Fiber optic","Yes"
39,25.45,"One year","Bank transfer (automatic)","No","No"
20,19.5,"One year","Mailed check","No","No"
1,75.9,"Month-to-month","Electronic check","Fiber optic","Yes"
1,76.2,"Month-to-month","Electronic check","Fiber optic","Yes"
64,66.15,"One year","Credit card (automatic)","DSL","No"
1,19.25,"Month-to-month","Mailed check","No","Yes"
46,69.1,"Month-to-month","Credit card (automatic)","DSL","No"
28,39.1,"One year","Electronic check","DSL","No"
33,20.05,"Month-to-month","Mailed check","No","No"
39,59.8,"One year","Electronic check","DSL","No"
42,84.3,"Month-to-month","Electronic check","Fiber optic","Yes"
1,48.6,"Month-to-month","Electronic check","DSL","No"
7,79,"Month-to-month","Electronic check","Fiber optic","Yes"
70,105.35,"Two year","Credit card (automatic)","Fiber optic","No"
65,25.1,"Two year","Bank transfer (automatic)","No","No"
1,49.75,"Month-to-month","Electronic check","DSL","No"
18,94.75,"Month-to-month","Electronic check","Fiber optic","No"
24,93,"Month-to-month","Electronic check","Fiber optic","No"
63,71.9,"Two year","Bank transfer (automatic)","DSL","No"
44,77.55,"One year","Mailed check","DSL","No"
4,19.85,"Month-to-month","Electronic check","No","No"
1,70.25,"Month-to-month","Electronic check","Fiber optic","Yes"
37,95.25,"Month-to-month","Electronic check","Fiber optic","No"
10,84.6,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
34,25.05,"Month-to-month","Bank transfer (automatic)","DSL","No"
35,53.15,"One year","Credit card (automatic)","DSL","No"
4,20.15,"Month-to-month","Electronic check","No","No"
39,101.25,"Month-to-month","Electronic check","Fiber optic","No"
43,100.55,"One year","Bank transfer (automatic)","Fiber optic","No"
17,24.1,"Month-to-month","Mailed check","No","Yes"
61,25.3,"Two year","Bank transfer (automatic)","No","No"
49,71.8,"One year","Electronic check","DSL","No"
4,19.7,"One year","Mailed check","No","No"
64,49.85,"Two year","Electronic check","DSL","No"
3,69.6,"Month-to-month","Mailed check","Fiber optic","No"
1,19.75,"Month-to-month","Electronic check","No","No"
40,80.8,"One year","Electronic check","Fiber optic","No"
1,60,"Month-to-month","Electronic check","DSL","Yes"
8,86.55,"Month-to-month","Electronic check","Fiber optic","Yes"
1,20.85,"Month-to-month","Mailed check","No","Yes"
34,64.2,"One year","Bank transfer (automatic)","DSL","No"
1,35,"Month-to-month","Electronic check","DSL","No"
39,50.75,"Month-to-month","Electronic check","DSL","Yes"
58,105.5,"One year","Credit card (automatic)","Fiber optic","Yes"
45,19.2,"Two year","Electronic check","No","No"
6,85.15,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
43,90.65,"One year","Credit card (automatic)","Fiber optic","No"
41,20,"Two year","Mailed check","No","No"
5,74.65,"Month-to-month","Electronic check","Fiber optic","No"
72,61.2,"Two year","Credit card (automatic)","DSL","No"
4,19.95,"One year","Mailed check","No","No"
9,54.8,"Month-to-month","Mailed check","DSL","No"
72,73.45,"Two year","Credit card (automatic)","DSL","No"
33,51.45,"One year","Mailed check","DSL","No"
72,80.45,"Two year","Bank transfer (automatic)","Fiber optic","No"
22,54.2,"Month-to-month","Electronic check","DSL","Yes"
70,109.5,"One year","Electronic check","Fiber optic","Yes"
21,104.4,"Month-to-month","Electronic check","Fiber optic","Yes"
15,85.3,"Month-to-month","Electronic check","Fiber optic","No"
29,79.3,"Month-to-month","Electronic check","Fiber optic","No"
15,76.5,"Month-to-month","Bank transfer (automatic)","DSL","No"
71,105.1,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
72,25.4,"Two year","Bank transfer (automatic)","No","No"
19,86.85,"Month-to-month","Electronic check","Fiber optic","No"
1,19.65,"Month-to-month","Mailed check","No","No"
1,75.7,"Month-to-month","Electronic check","Fiber optic","Yes"
2,45.55,"Month-to-month","Electronic check","DSL","No"
11,78.1,"Month-to-month","Credit card (automatic)","Fiber optic","No"
12,19.3,"One year","Mailed check","No","No"
70,110.5,"Two year","Electronic check","Fiber optic","No"
20,90.8,"Month-to-month","Electronic check","Fiber optic","Yes"
23,20.3,"Month-to-month","Bank transfer (automatic)","No","No"
49,81.35,"Two year","Credit card (automatic)","DSL","No"
4,97.95,"Month-to-month","Electronic check","Fiber optic","Yes"
32,108.15,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
2,55.3,"Month-to-month","Electronic check","DSL","No"
69,56.55,"Two year","Credit card (automatic)","DSL","No"
6,80.5,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
24,19.7,"Two year","Mailed check","No","No"
32,104.05,"One year","Credit card (automatic)","Fiber optic","No"
27,52.85,"Two year","Bank transfer (automatic)","DSL","No"
27,104.3,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
58,80.65,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
1,71.35,"Month-to-month","Mailed check","Fiber optic","Yes"
18,24.65,"Two year","Credit card (automatic)","No","No"
47,21.3,"Two year","Bank transfer (automatic)","No","No"
70,110.2,"Two year","Electronic check","Fiber optic","No"
13,89.4,"Month-to-month","Electronic check","Fiber optic","Yes"
36,51.05,"Month-to-month","Credit card (automatic)","DSL","No"
67,19.8,"Two year","Mailed check","No","No"
10,19.9,"Month-to-month","Mailed check","No","No"
19,87.3,"Month-to-month","Electronic check","Fiber optic","No"
71,19.85,"Two year","Bank transfer (automatic)","No","No"
72,89.4,"Two year","Mailed check","DSL","No"
48,20,"Two year","Mailed check","No","No"
1,20.05,"Month-to-month","Mailed check","No","No"
18,83.25,"Month-to-month","Electronic check","DSL","No"
1,20.6,"Month-to-month","Mailed check","No","Yes"
67,102.9,"Two year","Bank transfer (automatic)","Fiber optic","No"
69,39.1,"Two year","Mailed check","DSL","No"
19,99.95,"Month-to-month","Electronic check","Fiber optic","Yes"
72,114.5,"Two year","Mailed check","Fiber optic","No"
38,20.2,"Two year","Mailed check","No","No"
40,55.8,"One year","Electronic check","DSL","No"
61,24.2,"Two year","Mailed check","No","No"
10,81,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
32,72.8,"One year","Credit card (automatic)","DSL","No"
21,99.85,"Month-to-month","Credit card (automatic)","Fiber optic","No"
59,99.5,"One year","Electronic check","Fiber optic","No"
13,70.15,"Month-to-month","Electronic check","Fiber optic","Yes"
47,20.25,"Two year","Credit card (automatic)","No","No"
69,26,"Two year","Bank transfer (automatic)","No","No"
2,19.9,"Month-to-month","Credit card (automatic)","No","No"
22,19.05,"Month-to-month","Bank transfer (automatic)","No","No"
15,96.5,"Month-to-month","Electronic check","Fiber optic","No"
53,19.85,"Two year","Credit card (automatic)","No","No"
28,25.7,"Month-to-month","Mailed check","No","No"
22,20.3,"One year","Mailed check","No","No"
1,70.15,"Month-to-month","Mailed check","Fiber optic","Yes"
16,91.55,"Month-to-month","Electronic check","Fiber optic","No"
48,39.4,"Two year","Mailed check","DSL","No"
30,105.7,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
3,70.25,"Month-to-month","Electronic check","Fiber optic","No"
57,93.75,"Two year","Electronic check","Fiber optic","No"
68,96.55,"One year","Credit card (automatic)","Fiber optic","Yes"
23,60,"One year","Bank transfer (automatic)","DSL","No"
65,59.8,"Two year","Credit card (automatic)","DSL","No"
44,90.65,"One year","Bank transfer (automatic)","Fiber optic","No"
71,109,"Two year","Bank transfer (automatic)","Fiber optic","No"
37,68.1,"One year","Credit card (automatic)","DSL","No"
12,20.4,"Month-to-month","Mailed check","No","No"
69,81.95,"Two year","Bank transfer (automatic)","DSL","No"
35,60.55,"Month-to-month","Electronic check","DSL","No"
5,65.6,"Month-to-month","Bank transfer (automatic)","DSL","No"
58,82.5,"Two year","Bank transfer (automatic)","Fiber optic","No"
72,82.3,"Two year","Bank transfer (automatic)","DSL","No"
72,68.15,"Two year","Mailed check","DSL","No"
1,20.3,"Month-to-month","Credit card (automatic)","No","No"
39,95.55,"One year","Electronic check","Fiber optic","Yes"
53,20.2,"One year","Credit card (automatic)","No","No"
27,89.2,"Month-to-month","Electronic check","Fiber optic","No"
1,69.65,"Month-to-month","Electronic check","Fiber optic","Yes"
1,89.3,"Month-to-month","Electronic check","Fiber optic","Yes"
18,74.8,"Month-to-month","Electronic check","Fiber optic","No"
46,20.2,"Two year","Mailed check","No","No"
72,84.4,"Two year","Credit card (automatic)","DSL","No"
36,87.55,"Month-to-month","Electronic check","Fiber optic","Yes"
4,25.15,"Month-to-month","Electronic check","DSL","No"
25,19.8,"Two year","Credit card (automatic)","No","No"
40,50.85,"Month-to-month","Electronic check","DSL","No"
63,102.4,"Month-to-month","Electronic check","Fiber optic","No"
15,96.3,"Month-to-month","Mailed check","Fiber optic","Yes"
14,55.5,"Month-to-month","Credit card (automatic)","DSL","No"
72,109.75,"Two year","Bank transfer (automatic)","Fiber optic","No"
39,106.4,"Month-to-month","Electronic check","Fiber optic","No"
47,60,"Two year","Credit card (automatic)","DSL","No"
19,88.8,"Month-to-month","Credit card (automatic)","Fiber optic","No"
5,85.2,"Month-to-month","Electronic check","Fiber optic","Yes"
13,35.1,"Month-to-month","Electronic check","DSL","Yes"
17,80.05,"Month-to-month","Bank transfer (automatic)","Fiber optic","No"
34,75.55,"Month-to-month","Electronic check","Fiber optic","No"
42,49.55,"Month-to-month","Electronic check","DSL","No"
5,81.3,"Month-to-month","Electronic check","Fiber optic","Yes"
71,23.9,"Two year","Credit card (automatic)","No","No"
19,66.4,"Month-to-month","Bank transfer (automatic)","DSL","No"
2,19.6,"Month-to-month","Electronic check","No","Yes"
57,18.8,"Two year","Credit card (automatic)","No","No"
72,108.4,"Two year","Electronic check","Fiber optic","No"
6,85.95,"Month-to-month","Mailed check","Fiber optic","No"
17,85.45,"Month-to-month","Electronic check","Fiber optic","Yes"
61,80.9,"Two year","Bank transfer (automatic)","DSL","No"
1,71,"Month-to-month","Electronic check","Fiber optic","Yes"
48,111.8,"Two year","Credit card (automatic)","Fiber optic","No"
16,20.6,"Month-to-month","Credit card (automatic)","No","No"
9,85.05,"Month-to-month","Electronic check","Fiber optic","Yes"
3,44.6,"Month-to-month","Electronic check","DSL","No"
1,44.4,"Month-to-month","Electronic check","DSL","Yes"
65,105.1,"Two year","Credit card (automatic)","Fiber optic","No"
70,115.15,"Two year","Credit card (automatic)","Fiber optic","No"
60,59.8,"One year","Mailed check","DSL","No"
69,26.3,"One year","Electronic check","No","No"
35,70.55,"Month-to-month","Electronic check","Fiber optic","No"
22,20.05,"Month-to-month","Mailed check","No","No"
66,79.85,"Two year","Bank transfer (automatic)","DSL","No"
1,70.3,"Month-to-month","Electronic check","Fiber optic","Yes"
1,79.35,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
34,90.05,"Month-to-month","Credit card (automatic)","Fiber optic","No"
72,24.45,"Two year","Bank transfer (automatic)","No","No"
31,59.95,"One year","Electronic check","DSL","No"
30,25.35,"One year","Bank transfer (automatic)","No","No"
9,90.8,"Month-to-month","Bank transfer (automatic)","Fiber optic","Yes"
20,70.45,"Month-to-month","Electronic check","Fiber optic","Yes"
19,34.3,"Month-to-month","Credit card (automatic)","DSL","No"
65,105.05,"Month-to-month","Electronic check","Fiber optic","No"
30,19.3,"Two year","Mailed check","No","No"
6,19.15,"One year","Mailed check","No","No"
2,51.4,"Month-to-month","Electronic check","DSL","No"
53,71.85,"Month-to-month","Electronic check","DSL","No"
7,75.4,"Month-to-month","Electronic check","Fiber optic","No"
61,49.7,"One year","Bank transfer (automatic)","DSL","No"
70,45.25,"One year","Electronic check","DSL","Yes"
13,78.75,"Month-to-month","Electronic check","DSL","No"
35,81.6,"One year","Bank transfer (automatic)","Fiber optic","No"
2,70.4,"Month-to-month","Credit card (automatic)","Fiber optic","No"
3,75.8,"Month-to-month","Electronic check","Fiber optic","Yes"
3,76.1,"Month-to-month","Electronic check","Fiber optic","No"
62,94,"One year","Bank transfer (automatic)","Fiber optic","No"
72,103.95,"Two year","Credit card (automatic)","Fiber optic","No"
63,19.95,"Two year","Bank transfer (automatic)","No","No"
20,71.3,"Month-to-month","Credit card (automatic)","Fiber optic","Yes"
35,110.8,"One year","Bank transfer (automatic)","Fiber optic","No"
21,69.1,"Month-to-month","Electronic check","Fiber optic","Yes"
